AAAA	工
TWKX	各條戰線
TWLF	簽署
TWLG	從輕處罰
TWLP	我們國家
TWLS	先進思想
TWLT	從略
TWMG	先進典型
TWMJ	稅則
TWMY	生命財產
TWNA	物价改革
TWND	篌
TWNG	向人民負責
TWNH	篩
TWNI	從屬
TWNM	各人民團體
TWNN	物价局
TWNT	先進性
TWNX	動人心弦
TWNY	自信心
TWOE	剩餘勞動力
TWOG	各企業
TWON	利欲燻心
TWOO	冬令營
TWOW	答應
TWOY	我們應該
TWPA	從寬處理
TWPB	繁体字
TWPG	簽定
TWPL	從軍
TWPM	物價補貼
TWPP	千分之
TWPQ	乘人之危
TWPT	稅額
TWPV	答案
TWPW	生命安全
TWQF	穩坐釣魚臺
TWQK	簽名
TWQQ	稅金
TWQT	從犯
TWQU	每分鐘
TWRA	秋風掃落葉
TWRF	從今年起
TWRL	物價指數
TWRM	稅製
TWRN	稚气
TWRQ	我們的
TWRT	待人接物
TWRW	先發製人
TWRX	簽批
TWRY	我們希望
TWSF	稅票
TWSG	我們要求
TWSO	复合材料
TWSP	各位來賓
TWSS	物價檢查
TWST	答覆
TWSV	我們要求
TWSW	從來
TWTE	自作自受
TWTF	秹
TWTG	每人每天
TWTJ	答复
TWTK	各位委員
TWTN	利欲熏心
TWTQ	生命垂危
TWTR	每人每年
TWTT	稅種
TWTU	從簡
TWTW	徐徐
TWUB	徐聞
TWUD	答卷
TWUE	從前
TWUF	從領導做起
TWUG	秉公辦事
TWUK	答問
TWUQ	籌集資金
TWUS	從新
TWUU	各個部門
TWUW	知人善任
TWVC	䈜
TWVO	穒
TWVS	鵆
TWVT	秎
TWWB	聳
TWWD	從優
TWWF	身价倍增
TWWG	符合
TWWH	從
TWWM	先進集體
TWWN	慫
TWWO	熧
TWWP	䢨
TWWT	先進人物代表
TWWU	生命攸關
TWWV	第八個五年計劃
TWWW	每個人
TWWX	簽發
TWWY	籤
TWXC	先進經驗
TWXF	和風細雨
TWXO	租賃經營
TWXQ	簽約
TWXR	生命線
TWYC	彾
TWYD	各個方面
TWYE	篒
TWYF	從何談起
TWYG	稚气
TWYH	籂
TWYK	筨
TWYN	稔
TWYO	穛
TWYR	等價交換
TWYS	穕
TWYT	徐州
TWYU	竼
TWYW	身份證
TWYX	入住率
TWYY	我們認為
TXAD	每期
TXAG	第七
TXAK	後勤
TXAN	後世
TXAT	系統工程
TXAX	千絲萬縷
TXBG	每隔
TXBW	入鄉隨俗
TXCI	節約能源
TXCR	從經驗上看
TXDG	第三
TXDM	後面
TXDN	繁盛
TXDT	自強不息
TXDW	後繼有人
TXEE	每月
TXEF	節約用電
TXEI	節約用水
TXEN	胤
TXEO	節約用糧
TXET	勄
TXFA	邊疆地區
TXFG	第二
TXFJ	毎
TXFK	後臺老闆
TXFO	各級地方政府
TXFT	後者
TXFU	各級幹部
TXFY	等級考試
TXGD	每天
TXGE	篆刻
TXGF	系于
TXGG	第一
TXGI	繁瑣
TXGK	後事
TXGO	各級政府
TXGQ	系列
TXGR	䉲
TXGV	後勁
TXGX	從弱到強
TXHD	後輩
TXHJ	䇙
TXHT	第一
TXIN	向縱深發展
TXIP	每當
TXIT	各級黨委
TXIX	各級黨組織
TXJF	每時每刻
TXJG	利比里亞
TXJH	彿
TXJJ	笰
TXJQ	每晚
TXJS	後果自負
TXKH	後路
TXKK	後患
TXKP	片紙只字
TXLH	第四
TXLV	系數
TXLX	各級團組織
TXME	繁體字
TXMF	每周
TXMH	從總體上
TXMN	身強體壯
TXMW	䈫
TXNT	系統性
TXNY	繁忙
TXOI	造紙廠
TXON	後塵
TXOO	繁榮穩定
TXOW	節約糧食
TXPG	每家
TXQA	釋疑解惑
TXQE	自費留學
TXQQ	繁多
TXQW	敏銳地
TXQY	箹
TXRB	管弦樂隊
TXRE	後援
TXRF	後盾
TXRG	敏捷
TXRH	每年
TXRI	從總的情況
TXRM	等級製度
TXRN	每戶
TXRO	等級製度
TXRQ	系統的總結
TXRW	後繼無人
TXRX	管弦樂
TXRY	後撤
TXSK	等級森嚴
TXSW	後來居上
TXTD	每逢
TXTE	系統科學
TXTG	鳘
TXTH	籎
TXTI	繁
TXTJ	繁复
TXTK	自給自足
TXTN	慜
TXTO	鰵
TXTP	毛細管
TXTS	䵈
TXTT	毛細血管
TXTU	自強自立
TXTW	後繼乏人
TXTX	每每
TXTY	敏
TXUF	節約開支
TXUH	後門
TXUK	各總部
TXUQ	每次
TXUU	篛
TXVE	後退
TXVR	稍縱即逝
TXVT	第九屆人民代表大會
TXWA	後代
TXWB	各級領導班子
TXWD	系統集成
TXWE	節約人力物力
TXWH	每條
TXWI	䌓
TXWL	每個人
TXWN	籠絡人心
TXWO	各級人民政府
TXWS	繁体字
TXWT	第八
TXWU	各級領導
TXWW	每人
TXWY	後進
TXXB	笓
TXXC	後綴
TXXF	後續
TXXI	㶗
TXXN	秕
TXXO	毛紡織廠
TXXQ	特約經銷
TXXR	籪
TXXX	後繼
TXXY	穖
TXYB	系統論述了
TXYC	繁育
TXYE	後裔
TXYK	毓
TXYN	篆刻
TXYT	後話
TXYW	第六
TXYY	後方
TYAA	生產工藝
TYAF	生產基地
TYAH	生產工具
TYAJ	往昔
TYAK	自討苦吃
TYAL	造謠惑眾
TYAN	入世
TYAR	特效藥
TYAW	簱
TYAY	千言萬語
TYBB	稿子
TYBG	入耳
TYBK	自謀出路
TYBM	㒴
TYBN	簽訂了
TYBO	自謀職業
TYBU	生產隊
TYBY	种族隔离
TYCE	勶
TYCT	徹底
TYDA	往左
TYDG	自豪感
TYDH	入夏
TYDJ	自顧不暇
TYDK	往右
TYDM	各方面
TYDS	生產成本
TYDU	行為不端
TYDW	各方面工作
TYDY	千方百計
TYEM	很高興
TYEN	生產力
TYER	入學率
TYEW	入股
TYFF	入土
TYFH	入超
TYFJ	入場券
TYFM	往南
TYFS	生產規模
TYFT	生產者
TYFU	入境
TYFW	等於零
TYFY	簽訂協議
TYGE	簔
TYGF	䇠
TYGG	往往
TYGH	往下
TYGJ	往東
TYGK	往事
TYGL	從這一點
TYGQ	入殮
TYGR	知識青年
TYGU	知識更新
TYGY	短訓班
TYHG	往上
TYHH	篇目
TYHP	種族歧視
TYHT	入睡
TYHU	笇
TYIE	重放光彩
TYIF	自討沒趣
TYIG	生產水平
TYIP	入党
TYIT	造謠污衊
TYIU	汆
TYJF	往里
TYJG	生產量
TYJI	䅫
TYJJ	往日
TYKB	犉
TYKE	簑
TYKI	稤
TYKJ	䈞
TYKK	稿
TYKT	犜
TYKW	生產單位
TYKX	生產戰線
TYLA	生產國
TYLG	入團
TYLW	知識界
TYME	入骨
TYMH	篇幅
TYMJ	屳
TYMT	生產過程
TYMW	肏
TYNA	篇
TYNB	笀
TYNC	簄
TYNH	䈍
TYNN	牤
TYNQ	和顏悅色
TYNT	自主性
TYNV	兦
TYNY	籝
TYOA	入席
TYOL	入庫
TYOO	入營
TYOP	入迷
TYOQ	徹底改變
TYOT	生產勞動
TYOW	入座
TYOY	糴
TYPD	後顧之憂
TYPG	翻譯家
TYPI	込
TYPP	簡言之
TYPW	知識密集
TYPY	入神
TYQH	往外
TYQT	入獄
TYQU	㒱
TYRC	往返
TYRD	秋高气爽
TYRG	往后
TYRH	往年
TYRQ	秋毫無犯
TYRS	生產指標
TYRT	入手
TYRY	籬
TYSA	自主權
TYSE	筆記本電腦
TYSG	稿酬
TYSW	往來
TYTB	箷
TYTC	篱笆
TYTD	簇
TYTG	各族各界代表
TYTH	各族自治縣
TYTJ	往复
TYTK	各顧各
TYTM	入微
TYTN	生產積極性
TYTO	入秋
TYTR	彷徨
TYTS	自主知識產權
TYTT	往復
TYTU	入冬
TYTW	籏
TYTX	生產第一線
TYTY	往往
TYUD	㹍
TYUE	往前
TYUH	入門
TYUJ	穧
TYUO	生產資料
TYUP	知識競賽
TYUS	簇新
TYUU	生產部門
TYUW	生產關係
TYUX	往北
TYUY	徬
TYVE	稂
TYVF	入畫
TYVL	各族群眾
TYVY	生產建設
TYWB	笐
TYWC	生產任務
TYWD	入伏
TYWE	穣
TYWF	稡
TYWG	入伍
TYWH	從這個意義上
TYWI	私設公堂
TYWK	翻譯人員
TYWM	簽訂合同
TYWN	牨
TYWO	鳰
TYWR	筊
TYWS	䘕
TYWT	稿件
TYWU	箊
TYWV	入侵
TYWW	生產條件
TYWX	知識化
TYWY	入倉
TYXI	知識經濟
TYXJ	稿費
TYXL	稸
TYXO	生產經營
TYXQ	稿紙
TYXR	生產線
TYXS	衒
TYXT	繁文縟節
TYXV	牛郎織女
TYXW	生產總值
TYYA	生產方式
TYYG	利率調整
TYYJ	知識就是力量
TYYM	入市
TYYS	知識產權保護
TYYT	德高望重
TYYU	種族主義
TYYV	生產計劃
TYYW	入夜
TYYX	生產率
TYYY	知識產權保護
UAAA	開幕式
UAAD	開花期
UAAF	新工藝
UAAH	閉幕式上
UAAW	辛勤工作
UABB	瓶子
UABH	郱
UACE	并能
UACP	新華通訊社
UADD	瘔
UADE	并有
UADG	奠基石
UADH	并不
UADM	頩
UADN	瘎
UADR	凘
UADV	親切友好
UADY	美觀大方
UAEC	開幕辭
UAEF	立功受獎者
UAEG	并且
UAEH	并用
UAEN	立功受獎者
UAET	㔙
UAFB	親切地
UAFD	疳
UAFF	立功喜報
UAFI	并未了结
UAFW	新攻勢
UAGC	并到
UAGD	并吞
UAGF	并于
UAGG	立功表現
UAGQ	并列
UAGV	瓶頸
UAGW	判若兩人
UAGY	瓶颈
UAHA	新貢獻
UAHD	并非
UAHT	冴
UAJD	瘼
UAJG	䇎
UAJY	癘
UAKG	閾
UAKY	癱瘓
UALQ	癱軟
UALW	新世界
UAMD	䦫
UAML	立功贖罪
UAMP	開工典禮
UAMR	新舊體製
UAMW	癀
UANH	瓶裝
UANU	親切慰問
UANV	疶
UANY	并以
UAOT	辛勤勞動
UAPF	新華社記者
UAPG	閱覽室
UAPK	迸发
UAPP	新華社香港分社
UAPY	新華社
UAQC	艵
UAQH	㿃
UAQJ	㿊
UAQU	送舊迎新
UARH	并排
UARJ	并提
UARP	并按
UARQ	尊敬的
UARR	親切握手
UARW	親切的問候
UASU	新花樣
UASV	并要
UATC	㿄
UATG	并行
UATY	并入
UAUF	冷若冰霜
UAUN	親切關懷
UAUQ	癱瘓
UAUU	并立
UAUW	親切問候
UAUY	半工半讀
UAVO	新華書店
UAVW	剙
UAVY	剏
UAWA	奠基儀式
UAWH	親切會見
UAWI	閧
UAWK	瘩
UAWN	闀
UAWO	鵧
UAWW	奠基人
UAWX	迸發
UAWY	新觀念
UAXJ	開花結果
UAXM	新華網
UAXN	新世紀
UAYF	新舊交替
UAYM	新華詞典
UAYN	并肩
UAYX	開工率
UAYY	親切交談
UBAW	普及工作
UBBG	逆耳
UBDF	普降大雨
UBDN	塑成
UBEN	癮
UBFF	普降喜雨
UBFK	聞喜
UBFN	聞聲
UBFU	逆境
UBFW	兼職教師
UBFY	普及教育
UBGA	普及型
UBGF	普降瑞雪
UBHG	問及此事
UBHM	競聘上崗
UBIG	逆光
UBII	逆水行舟
UBIT	開除黨籍
UBIY	逆流
UBLG	逆轉
UBMJ	兼聽則明
UBMK	㽾
UBNT	塑性
UBOU	塑料制品
UBPQ	立陶宛
UBPY	美聯社
UBQK	聞名於世
UBSK	痾
UBTD	聞知
UBTE	朔州
UBTF	塑
UBTG	癃
UBTM	逆向
UBTN	愬
UBTP	逆
UBTR	屰
UBTS	槊
UBTW	欮
UBUG	逆差
UBVY	部隊建設
UBWB	開除公職
UBWC	癊
UBWD	新階段
UBWQ	塑像
UBWS	㾻
UBWT	朔風
UBWY	新陳代謝
UBYI	㽺
UBYN	朔望
UBYT	朔州
UBYX	普及率
UCAA	竣工
UCAD	痛苦
UCAI	闖蕩
UCAK	閞
UCAN	慿
UCAV	痛切
UCCC	䦤
UCCE	瘮
UCDE	瘆
UCDG	痛感
UCDV	普通百姓
UCEH	痛饮
UCFG	䇈
UCFV	普通老百姓
UCFY	普通教育
UCGV	闖勁
UCGY	新巴爾虎左旗
UCHA	痛處
UCID	新能源
UCKD	㾂
UCKG	冶金
UCKK	痛哭流涕
UCLB	痛擊
UCLC	痛罵
UCMN	並通過
UCNA	痛惜
UCNH	痛悼
UCNN	痛快
UCNT	痛悔
UCNV	痛恨
UCNY	痛心疾首
UCOF	普通勞動者
UCOG	冶煉
UCOI	闖
UCON	憑借
UCOT	義務勞動
UCOW	凴
UCOY	馮
UCPW	憑空捏造
UCPY	憑祥
UCQQ	冶金部
UCRG	義務兵役製
UCRH	憑據
UCRR	義務兵役製
UCRS	痛打
UCRW	痛失良机
UCRY	痛斥
UCSS	痛楚
UCTD	竢
UCTY	闖入
UCUU	痛痒
UCUV	疤痕
UCUX	闖關
UCWA	憑借
UCWT	痠
UCWW	普通人
UCWY	闖進
UCXH	憑弔
UCYJ	瘙
UCYT	普通話
UCYW	憑證式國債
UDAY	北大荒
UDBB	卷子
UDBE	勌
UDBF	新大陸
UDBY	冷不防
UDCE	并不能
UDCI	閎
UDCO	駦
UDCR	并不矛盾
UDCY	冹
UDDN	辦成
UDDP	兼而有之
UDED	痏
UDEE	疬
UDEF	辦法
UDEI	痮
UDEN	美不胜收
UDER	劵
UDEV	辦妥
UDEW	拳腳
UDFH	送走
UDFI	䄅
UDFJ	送電
UDFU	辦報
UDGC	送到
UDGE	豢養
UDGI	辣椒
UDGJ	辦理
UDGK	辦事
UDGY	辦班
UDHB	齤
UDHD	瘈
UDHF	眷恋
UDHI	㓗
UDHK	痞子
UDHN	瘛
UDIF	辦法
UDIG	辨清
UDJE	辨明
UDJF	竰
UDJG	竡
UDJJ	奍
UDJN	閹
UDJU	䖭
UDKK	半成品
UDKQ	辨別
UDLB	拳擊
UDLG	送還
UDLK	送回
UDMA	卷曲
UDMH	帣
UDMJ	㾍
UDNB	巻
UDNF	㦚
UDNH	韏
UDNI	眷屬
UDNK	並不以此為滿足
UDNT	准确性
UDNY	疣
UDOA	准确度
UDOI	辦廠
UDOJ	送糧
UDOS	卷煙廠
UDPD	閹割
UDPE	義不容辭
UDPF	卷宗
UDPI	送到
UDPV	辦案人員
UDPY	送禮
UDQE	辯解
UDQH	觠
UDQO	鮝
UDQQ	差不多
UDQY	前不久
UDRF	瓣
UDRJ	拳头产品
UDRN	送气
UDRQ	准确的
UDRR	辯白
UDRS	拳打脚踢
UDRW	資不抵債
UDSH	辣椒
UDSI	北大西洋公约组织
UDSK	㾨
UDSR	辨析
UDSU	桊
UDSW	送檢
UDSX	北大西洋公約組織
UDTF	㸤
UDTG	牶
UDTH	癧
UDTJ	意大利
UDTK	療程
UDTS	拳術
UDTU	䅈
UDTY	送入
UDUF	辡
UDUI	療效
UDUT	問長問短
UDVB	辦好事
UDVF	辧
UDVJ	㓬
UDVR	券商
UDWC	辦公室
UDWE	餋
UDWF	瘞
UDWG	送命
UDWH	㿓
UDWJ	䦮
UDWN	瘱
UDWT	痛不欲生
UDWW	㾜
UDWX	送貨
UDWY	送信
UDXB	弮
UDXE	勬
UDXF	辮子
UDXI	絭
UDXW	送給
UDYA	辯護人
UDYE	飬
UDYF	辯
UDYG	北大方正
UDYI	㽴
UDYR	差不离
UDYU	券商
UDYV	辨認
UDYW	送交
UDYX	准确率
UEAA	冷加工
UEAD	前期
UEAE	閒散
UEAN	前世
UEAR	煎藥
UEBB	瘦子
UEBF	龍陵
UEBQ	閒聊
UEBU	閒職
UECE	競爭能力
UECK	前台
UECO	前驅
UEDM	顡
UEDO	競爭有序
UEDR	遂愿
UEDW	前奏
UEED	痭
UEEH	襲用
UEEN	毅力
UEES	剪彩
UEEU	龍勝
UEFC	前去
UEFD	奨
UEFG	醤
UEFH	新加坡
UEFJ	半月刊
UEFK	前臺
UEFM	龍南
UEFT	前者
UEFU	剪報
UEFY	剪裁
UEGA	龏
UEGB	聾啞
UEGD	龍
UEGE	襲擊
UEGF	壟斷
UEGG	龍王
UEGI	龒
UEGJ	蠪
UEGK	龍頭
UEGO	驡
UEGQ	前列
UEGS	㰍
UEGU	遂平
UEGW	龔
UEGY	讋
UEHC	瘦肉
UEHD	前輩
UEHH	龍爭虎鬥
UEHK	龍騰虎躍
UEHM	競爭上崗
UEHQ	覵
UEIA	龍江
UEIE	瘦削
UEIG	競爭激烈
UEIH	瘦小
UEIS	龍潭虎穴
UEIT	龍海
UEIU	羊腸小道
UEIW	前沿
UEJF	龍里
UEJG	競爭日趨激烈
UEJJ	前
UEJN	翦
UEJO	煎熬
UEJS	㮍
UEJV	剪彩
UEJY	前景
UEKD	痂
UEKG	聾啞人
UEKI	前哨阵地
UEKK	龍口
UEKT	遂川
UEKW	瘸
UELB	襲擊
UELF	閒置
UELG	開脫罪責
UELK	剪輯
UEMH	剪貼
UEMK	龍巖
UEMM	龍山
UEMP	開學典禮
UEMQ	道貌岸然
UEMW	瘦肉
UEND	閒居
UENN	癙
UENT	競爭性
UENY	遂心
UEOR	競爭對手
UEOW	龍燈
UEPC	閿
UEPI	遂平
UEPK	龍宮
UEPN	遂寧
UEPO	㸂
UEPS	遂宁
UEPT	前額
UEQD	毅然决然地
UEQI	前兆
UEQT	前夕
UEQV	䦧
UERA	童叟無欺
UERD	襲擾
UERG	前后左右
UERH	前年
UERI	龍泉
UERJ	前提下
UERQ	親愛的
UERU	剪接
UESA	開采權
UESR	競爭機製
UESW	前來參加
UETE	龍舟
UETH	前邊
UETJ	新胜利
UETK	前程
UETM	前身
UETN	前衛
UETO	䦱
UETU	前科
UETX	前後揍右
UETY	前往机场送行
UEUH	前站
UEUJ	遂意
UEUQ	前次
UEUT	前導
UEVD	親朋好友
UEVH	凈
UEVN	剪刀差
UEWC	毅然
UEWD	龍鳳
UEWF	競爭優勢
UEWG	前途
UEWI	瘐
UEWJ	首腦會晤
UEWO	鷳
UEWT	前任
UEWW	前人
UEWY	前進
UEXQ	剪紙
UEXR	前線
UEXU	瘦弱
UEXX	壟斷
UEYC	並駕齊驅
UEYD	半脫產
UEYO	新興產業
UEYT	閒話
UEYW	前夜
UEYY	前方
UFAA	閃電式
UFAD	辛苦
UFAJ	閉幕式
UFAK	辛勤劳动
UFAM	㿎
UFAQ	養老基金
UFAW	龍井茶
UFAX	意志薄弱
UFBP	養老院
UFBX	新臺階
UFCB	㾡
UFCI	㽻
UFCL	闔
UFCY	攱
UFDA	凌厲
UFDD	養大
UFDF	凌辱
UFDJ	䇕
UFDN	養成
UFEC	凌亂
UFEK	凌駕於
UFER	新老用戶
UFEX	養雞
UFFA	首都地區
UFFC	凌云
UFFD	閨
UFFF	凌雲
UFFI	痔
UFFN	斗志昂扬
UFFT	養老保險
UFFU	冰封雪凍
UFGE	養豬業
UFGQ	養殖業
UFHM	癲癇
UFHQ	㿐
UFHV	閉眼
UFHW	闐
UFID	凌源
UFIG	冰雪消融
UFIS	北戴河
UFIT	養活
UFJD	凌晨
UFJF	背地里
UFKD	䦖
UFKF	㖖
UFKH	養路
UFKP	闧
UFKX	㖍
UFLD	癗
UFLM	凟
UFMF	㓓
UFMW	美元貶值
UFNB	乧
UFNF	㿒
UFNI	痣
UFNN	乵
UFNV	疞
UFOI	䦝
UFOO	辛勞
UFOU	養料
UFPA	閉塞
UFPG	斗室
UFPK	䢏
UFPW	凌空
UFPY	養神
UFQB	羌族
UFQF	開場鑼鼓
UFQO	養魚
UFQQ	養老金
UFQV	䦎
UFRG	養兵千日
UFRR	開場白
UFSF	首都機場
UFSG	辛酸
UFTB	痚
UFTD	斗智
UFTE	閉幕
UFTG	斗牛
UFTJ	瘏
UFTN	㲔
UFTR	益壽延年
UFTS	卷土重來
UFTX	前赴後繼
UFUF	㓑
UFUG	養病
UFUM	新臺幣
UFUP	闥
UFUS	關起門來
UFUU	癲癇
UFUX	閉關自守
UFVF	半封建半殖民地
UFVG	半封建半殖民地
UFVV	閨女
UFWB	養老保險基金
UFWE	養殖
UFWF	㓐
UFWG	閉合
UFWO	鯗
UFWQ	闚
UFWT	凌
UFWV	養分
UFWY	癨
UFXI	首都經濟
UFYA	養護
UFYC	養育
UFYF	新老交替
UFYT	羌族
UFYX	背井離鄉
UGAA	新形式
UGAB	齹
UGAC	㿷
UGAD	羢
UGAF	差距
UGAJ	羡慕
UGAK	開
UGAL	病菌
UGAO	㷢
UGAW	開花結果
UGAY	開荒
UGBJ	開陽
UGBN	羞恥
UGBP	病院
UGBW	開除黨籍
UGCC	䍳
UGCE	開通
UGCF	痓
UGCN	羓
UGCO	義馬
UGCT	羧
UGDC	病友
UGDF	羞辱
UGDG	美感
UGDH	䍽
UGDI	羱
UGDJ	半百
UGDM	頖
UGDO	開礦
UGDR	病原
UGDT	病故
UGDU	美
UGDW	疲于奔命
UGDY	羬
UGEC	叛亂
UGEE	半月刊
UGEG	靖
UGEK	開架
UGEP	開腔
UGEQ	䍲
UGER	美貌
UGES	開采權
UGET	劷
UGEV	開墾
UGEW	開脫罪責
UGEY	瘃
UGFB	新天地
UGFC	開支
UGFD	羊城
UGFF	冰天雪地
UGFG	瘂
UGFH	開赴
UGFJ	羺
UGFK	靖遠
UGFL	義賣
UGFM	羵
UGFN	癋
UGFQ	美元贬值
UGFW	半截
UGGA	羥
UGGD	半天
UGGF	善于
UGGG	半球
UGGH	䍨
UGGI	䍶
UGGJ	病理学
UGGK	差事
UGGM	美麗的
UGGQ	病死
UGGS	䍪
UGGU	開平
UGGV	差勁
UGGW	羠
UGGX	病毒
UGGY	開班
UGHA	辦事處
UGHI	疜
UGHV	開眼
UGIA	靖江
UGID	開源節流
UGII	開水
UGIK	病況
UGIN	判決書
UGIP	義演
UGIS	美酒
UGIV	羞澀
UGIW	羨
UGIY	美洲国家
UGJE	判明
UGJF	竱
UGJH	判断
UGJI	凍
UGJJ	半日制
UGJL	癅
UGJN	羯
UGJO	鵥
UGJR	㾘
UGJT	半晌
UGJY	美景
UGKD	痦
UGKF	闘
UGKG	病號
UGKH	竵
UGKI	竦
UGKJ	瘌
UGKK	開口
UGKM	癩
UGKN	䍺
UGKQ	差別
UGKT	瘷
UGKU	痘
UGKW	瘶
UGLA	美國
UGLD	病因
UGLE	開胃
UGLF	半點
UGLG	開車
UGLI	闌
UGLK	半圓
UGLU	新一輪談判
UGLV	半數
UGLX	開羅
UGLY	新一輪會談
UGMI	㾊
UGMM	開山祖師
UGMO	羰
UGMW	病
UGMX	㿛
UGNA	差异
UGNC	羗
UGNF	羞
UGNG	翔
UGNH	症狀
UGNK	半壁江山
UGNN	開局
UGNR	羞愧
UGNU	恙
UGNV	㽲
UGNW	半殖民地半封建社會
UGNY	善心
UGOD	羹
UGOF	病灶
UGOG	痖
UGOM	䫞
UGOO	開火
UGOQ	開炮
UGOS	病床
UGOT	羻
UGOU	羔
UGOW	羮
UGPA	羫
UGPD	病害
UGPG	判定
UGPL	美軍
UGPQ	羦
UGPR	美麗富饒的
UGPS	羜
UGPT	差額選舉
UGPV	病案
UGPW	美容
UGPX	翔實
UGQA	差錯
UGQB	䍯
UGQC	㕗
UGQD	病危
UGQG	鲝
UGQH	開外
UGQI	叛逃
UGQJ	冽
UGQK	美名
UGQO	鮺
UGQQ	美金
UGQT	開鑽
UGQY	羝
UGRC	叛军
UGRD	開拓
UGRG	善后工作
UGRH	半年
UGRN	開戶
UGRP	開挖
UGRQ	美麗的
UGRR	病逝
UGRT	開播
UGRU	半拉
UGRY	閣下的邀請
UGSF	半票
UGSG	善本
UGSJ	病榻
UGSS	凄楚
UGSV	病根
UGSW	開來
UGSX	開機
UGTB	䣡
UGTE	美稱
UGTF	羊毛
UGTG	病重
UGTH	半邊
UGTL	羳
UGTM	半身不遂
UGTO	䴊
UGTQ	新事物
UGTS	美術館
UGTT	開玩笑
UGTV	䍴
UGTX	善後工作
UGTY	義
UGUA	半瓶
UGUB	鄯
UGUC	病痛
UGUD	開辦
UGUF	閛
UGUG	羴
UGUH	開門見山
UGUI	開闊
UGUJ	善意
UGUK	善
UGUM	開端
UGUN	開闢了
UGUP	䢭
UGUS	半新不旧
UGUT	敾
UGUU	新事新辦
UGUW	歚
UGUX	開關
UGVA	痙攣
UGVB	美好的
UGVC	開始了
UGVD	美姑
UGVI	美妙
UGVN	開刀
UGVV	美女
UGVW	疾惡如仇
UGWA	新一代
UGWC	羚
UGWD	前一段时间
UGWE	㔦
UGWG	病例
UGWJ	羭
UGWL	半個世紀
UGWN	病假
UGWO	鴹
UGWR	䦵
UGWS	差價
UGWT	凍傷
UGWU	前一段時間
UGWV	羒
UGWW	羷
UGWX	美化
UGWY	美食
UGXA	羊絨
UGXD	開張
UGXF	凍結
UGXJ	羛
UGXW	痍
UGXX	判斷力
UGXY	䍭
UGYA	開講
UGYC	美育
UGYD	開顏
UGYE	羪
UGYG	癍
UGYI	羕
UGYJ	開課
UGYK	拳頭產品
UGYM	開市
UGYN	病房
UGYR	叛离
UGYT	半旗
UGYU	開齋節
UGYV	善良
UGYW	半夜
UGYX	病變
UGYY	譱
UHAG	瘧
UHAL	㿖
UHBB	半輩子
UHBU	站隊
UHCI	疲劳
UHCK	站台
UHCN	門巴
UHDE	站長
UHDM	門面
UHDY	闃
UHEW	門臉
UHFJ	疲塌
UHFK	站臺
UHGC	㾥
UHGD	前些天
UHGG	判處死刑
UHGJ	冷處理
UHHB	親眼目睹了
UHHC	闅
UHHE	㾟
UHHY	癯
UHIC	意見溝通
UHID	門源
UHJF	竨
UHJG	并非是
UHJT	北鬥星
UHJW	前些時候
UHKD	痁
UHKG	站长
UHKH	門路
UHKK	站口
UHLF	疵點
UHLQ	疲軟
UHMM	站崗
UHNG	門
UHNT	前瞻性
UHOD	門類
UHOO	疲勞
UHOT	門庭若市
UHPG	站定
UHPT	冰上運動
UHPW	門窗
UHQH	門外漢
UHRH	前些年
UHRN	門戶之見
UHSA	門檻
UHSF	站票
UHSL	門樓
UHSR	冷眼相看
UHTE	站穩腳跟
UHTF	門徒
UHTG	意見和要求
UHTH	站牌
UHTI	意見簿
UHTN	門衛
UHTO	門簾
UHTP	疲乏
UHTS	意見箱
UHTX	門第
UHTY	意見和建議
UHUP	閉目養神
UHUT	門道
UHUU	站立
UHUW	闊步前進
UHVF	意見書
UHVH	并非如此
UHWA	疲憊不堪
UHWH	意見分歧
UHWU	疲倦
UHWY	站住脚
UHXF	㾚
UHXS	㾹
UHXT	門縫
UHXU	疲弱
UHXV	疵點
UHYA	冷眼旁觀
UHYM	門市部
UHYN	門房
UHYW	門診部
UIAA	闊葉
UIAD	冰期
UIAQ	北溫帶
UIAT	首當其衝
UIAY	資源共享
UIDE	並沒有
UIDI	竭澤而漁
UIDQ	竭澤而魚
UIED	痟
UIEG	䇌
UIFC	䦢
UIFJ	冰場
UIFQ	冰雹
UIFR	冰塊
UIFS	冰霜
UIFV	冰雪消融
UIFY	普法教育
UIGD	䦞
UIGG	冰球
UIGK	背水一戰
UIGQ	冰消瓦解
UIGU	新水平
UIHP	龍潭虎穴
UIIA	冷水江
UIIS	冰淇淋
UIIT	痧
UIIY	冰涼
UIKQ	闊別
UIKT	冰川
UILF	冰點
UILP	美洲國家
UIMF	冰雕
UIMM	冰山
UIMP	資源豐富
UINU	冰層
UIOO	冰糖
UIOW	冰燈
UIPA	半決賽權
UIPF	闛
UIPL	闣
UIPS	立党之本
UIRN	闊氣
UIRO	門當戶對
UIRQ	前清后欠
UISA	冰柜
UISJ	冰棍
UISU	立法機關
UITD	闊葉
UITG	資源管理
UITH	㾪
UITI	開源節流
UITQ	前清後欠
UITS	冰箱
UITT	竗
UIUF	冰凌
UIUG	冰凍
UIUW	冰冷
UIVF	判決書
UIWE	瘠
UIXH	闊綽
UIYT	資深望重
UIYW	立黨為公
UJAA	童工
UJAC	頀
UJAD	韺
UJAF	㓖
UJAG	䪦
UJAK	間或
UJAL	間苗
UJBG	間隔
UJBI	間隙
