AAA	工
XRG	絈
XRH	紤
XRI	線
XRK	線路
XRL	經年纍月
XRM	綿
XRN	線性
XRO	弧度
XRP	緩兵之計
XRQ	繳獲
XRR	總指揮
XRS	幾年來
XRT	綼
XRU	總投資
XRV	強手如林
XRW	紩
XRX	纅
XRY	繳
XSA	紅樓夢
XSC	縱橫馳騁
XSD	㯋
XSF	縹
XSG	絤
XSH	糽
XSK	彁
XSM	幻想曲
XSN	結構性
XSO	統配煤礦總公司
XSQ	紙醉金迷
XSR	繳械投降
XSS	綝
XSU	維權意識
XSV	䌁
XSW	張榜公布
XSX	縹緲
XSY	䊾
XTA	絳
XTB	絁
XTC	總參
XTD	疑
XTE	弱智兒童
XTF	纘
XTG	絎
XTH	綹
XTI	幾乎沒有
XTJ	緮
XTK	絡
XTL	總
XTM	總體
XTN	匕
XTO	繙
XTP	疑案
XTQ	弱智儿童
XTR	鄕
XTS	幼稚可笑
XTT	終身
XTU	終
XTV	緌
XTW	縱
XTX	總統
XTY	鄉
XUA	絣
XUB	縌
XUD	綣
XUE	彅
XUF	紏
XUG	絆
XUI	弱小
XUJ	織
XUK	綐
XUL	繒
XUM	㢼
XUP	弱視
XUQ	絘
XUS	緧
XUT	弱智
XUU	彈道導彈
XUV	縑
XUW	縊
XUX	弱
XUY	終端設備
XVA	繡花
XVC	絕
XVD	絕不
XVE	縁
XVF	繡
XVG	䋖
XVH	絕非
XVI	緑
XVJ	繅
XVK	紹
XVL	緇
XVN	䊵
XVO	繍
XVP	綅
XVR	絕招
XVS	絕頂
XVT	糿
XVU	絕症
XVV	絕妙
XVW	絕食
XVX	絕緣
XVY	紉
XWB	給出
XWC	総
XWD	緞
XWE	紾
XWF	弣
XWG	給
XWH	縧
XWI	引人注目
XWJ	紒
XWK	緥
XWL	繪圖
XWM	綜合體
XWN	緱
XWO	纀
XWP	給定
XWQ	引進外資
XWR	維持
XWS	維西
XWT	絍
XWU	綜合開發
XWV	紛
XWW	纖
XWX	紛紛
XWY	維
XXA	畿
XXB	繼承
XXC	繈
XXD	幾
XXE	網絡服務器
XXF	坒
XXG	斷
XXH	紖
XXI	絲
XXJ	紼
XXK	繦
XXL	比較
XXM	緣由
XXN	比
XXO	粊
XXP	比賽
XXQ	綠色
XXR	皆
XXS	枈
XXT	毞
XXU	幾次
XXV	比如
XXW	比例
XXX	繼
XXY	比率
XYA	維護世界和平
XYB	編隊
XYC	統
XYD	＜
XYE	袰
XYF	編者
XYG	紸
XYH	編劇
XYI	統治
XYJ	緕
XYK	縞
XYL	繵
XYM	統購
XYN	編
XYP	編寫
XYQ	編印
XYR	縭
XYS	統配
XYT	紡
XYU	締
XYW	絞
XYX	縴
XYY	紋
YAA	試
YAB	講了
YAC	試驗
YAD	諾
YAE	誘惑力
YAF	謀
YAG	訌
YAH	訝
YAI	講演
YAJ	謨
YAK	謹
YAL	試點
YAM	講
YAN	諜
YAO	講座
YAP	講究
YAQ	譖
YAR	試製
YAS	講述
YAT	試行
YAU	護送
YAV	謀劃
YAW	護
YAY	謊
YBB	讘
YBC	諏
YBD	望子成龍
YBE	讔
YBF	斈
YBG	誀
YBH	邡
YBI	誰也沒有想到
YBK	㓙
YBM	詘
YBN	訑
YBO	旁聽席
YBR	交際舞
YBT	䚮
YBW	為了什麼
YBY	訯
YCA	育苗
YCB	充盈
YCC	諁
YCD	交通大隊
YCE	育
YCF	育才
YCG	棄
YCH	育齡
YCI	旀
YCK	詒
YCL	夣
YCM	交通崗
YCN	譎
YCO	褭
YCP	交通安全
YCQ	充
YCR	充斥
YCS	交通要道
YCT	誒
YCU	交通部
YCW	誜
YCX	交通線
YCY	訍
YDA	衣不蔽体
YDB	ā
YDC	詙
YDD	享有盛名
YDE	顏
YDF	誇
YDG	詁
YDH	譿
YDI	誄
YDJ	產量
YDK	放大器
YDM	言不由衷
YDN	誠
YDO	詼
YDP	誠實
YDQ	毫不留情
YDR	謜
YDS	旑
YDT	產
YDU	放在首位
YDV	產婦
YDW	亦不例外
YDX	誇張
YDY	就在於
YEA	譭
YEB	商學院
YED	交朋友
YEE	彣
YEF	高興地
YEG	詛
YEH	謏
YEI	衣裳
YEJ	施用量
YEK	詛咒
YEL	文學界
YEM	裔
YEN	講學習講政治講正氣
YEP	衣冠
YEQ	誽
YER	謡
YET	䚲
YEU	衣
YEW	諛
YEX	謑
YEY	適用於
YFA	六十七
YFB	就地取材
YFC	詓
YFD	譳
YFE	認真學習
YFF	詩
YFG	六十五
YFH	計
YFI	市場準入
YFJ	謿
YFK	詰
YFL	讀
YFM	諵
YFN	誌
YFO	市場營銷
YFP	誖
YFQ	諸多
YFR	六十年代
YFS	市場機製
YFT	諸
YFU	市場競爭
YFV	六十九
YFW	褻
YFX	市場經濟
YFY	対
YGA	訮
YGB	訰
YGC	誈
YGD	主
YGE	請
YGF	訏
YGG	高于一切
YGH	証
YGI	主流
YGJ	㪯
YGK	語
YGL	諫
YGM	謮
YGN	瓬
YGO	主席
YGP	迬
YGQ	謸
YGR	主持
YGS	主要
YGT	主管
YGU	評
YGV	誙
YGW	殶
YGX	主張
YGY	肇事方
YHA	謔
YHC	詖
YHD	誹
YHF	高瞻遠矚
YHG	訨
YHI	變戲法
YHK	詀
YHL	京劇團
YHM	盲目崇拜
YHN	盲目性
YHP	高頻字
YHQ	斍
YHR	這些年
YHT	顧慮重重
YHU	卞
YHV	盲目建設
YHW	望眼欲穿
YHX	訿
YHY	訃
YIA	主治醫生
YID	就沒有
YIE	誚
YIF	旅游者
YIG	高水平
YII	氷
YIJ	誻
YIK	交流中心
YIL	交流思想
YIN	旅游局
YIP	讜
YIR	高尚的
YIS	講清楚
YIT	訬
YIU	請注意
YIW	交流信息
YIX	交流經驗
YIY	䚱
YJA	計時工資
YJB	說明了
YJC	識時務者為俊傑
YJD	文明古國
YJE	斔
YJF	斉
YJG	詚
YJH	䚯
YJI	亰
YJJ	亣
YJK	交易中心
YJL	謾
YJM	為時過早
YJN	恴
YJP	交易額
YJQ	謁
YJR	交易所
YJS	課
YJT	謃
YJU	蚉
YJV	說明書
YJW	交易會
YJX	文明經商
YJY	交易市場
YKA	高工
YKB	郭
YKC	裛
YKD	享有
YKE	哀
YKF	吝
YKG	誤
YKH	訓
YKI	京
YKJ	亯
YKK	襄
YKL	畗
YKM	高
YKN	市中心
YKO	高度
YKP	亮
YKQ	詋
YKR	高手
YKS	就要
YKT	熟悉
YKU	衰竭
YKV	衰退
YKW	商品化
YKX	衰弱
YKY	高效
YLA	譯著
YLB	遊擊隊
YLC	畆
YLD	譯碼
YLE	謂
YLF	譯
YLG	訵
YLH	䛅
YLI	褱
YLJ	稟明
YLK	顫
YLL	讄
YLN	諰
YLO	譯叢
YLP	謰
YLQ	畝
YLR	顫抖
YLS	譯本
YLT	顫動
YLU	譯音
YLV	謱
YLW	謖
YLY	畝產
YMA	譨
YMB	高帽子
YMC	變則通
YMD	詇
YME	調用
YMF	調
YMG	䛆
YMH	訕
YMI	文體活動
YMK	詗
YML	調回
YMM	市內
YMN	諣
YMO	市府
YMP	市容
YMQ	調解
YMR	市制
YMS	調查
YMT	市委
YMU	誷
YMW	訥
YMX	調給
YMY	市郊
YNA	啔
YNB	㐎
YNC	高性能
YND	戾
YNE	望
YNF	訊
YNG	詡
YNH	盲
YNI	永
YNJ	朚
YNK	啟
YNL	妄圖
YNM	遍
YNN	記
YNO	扊
YNP	永安
YNQ	扅
YNR	謵
YNS	杗
YNT	刻
YNU	忞
YNV	亡
YNW	顧
YNX	詞組
YNY	房
YOA	弈
YOB	商業職工
YOC	主席台
YOD	奕
YOE	談妥
YOF	談起
YOG	譵
YOH	這麼些
YOI	高精尖
YOK	談吐
YOL	產業界
YOM	帟
YON	高度民主
YOO	談
YOP	謎
YOQ	高度負責
YOS	亦可
YOT	変
YOU	亦
YOV	亦即
YOW	鵉
YOX	產業結構
YOY	詸
YPA	主客觀
YPB	离家出走
YPD	這
YPE	誼
YPF	誴
YPG	諚
YPH	這些
YPJ	谉
YPL	諢
YPO	放空炮
YPP	旅客之家
YPQ	訦
YPR	熟視無睹
YPS	詝
YPT	詫
YPU	這次
YPV	議定書
YPW	這個
YPX	詑
YPY	適宜於
YQA	詆
YQB	謅
YQD	詭
YQE	諂
YQF	肩負起
YQG	裦
YQI	誂
YQJ	詢
YQK	讒
YQL	顧名思義
YQM	讂
YQN	袌
YQO	諊
YQP	言外之意
YQQ	袲
YQR	謠
YQS	記錄本
YQT	誑
YQU	詢問
YQV	諍
YQW	許多人
YQX	郭兆強
YQY	訋
YRA	离散
YRB	離
YRC	䛀
YRD	誵
YRF	离境
YRG	詬
YRH	訢
YRI	誅
YRJ	高質量
YRK	離別
YRL	譕
YRM	旆
YRN	旊
YRO	主持座談會
YRP	离家
YRQ	褢
YRR	訤
YRS	高手林立
YRT	諀
YRU	離開
YRV	离婚
YRW	袠
YRX	离弦
YRY	訴
YSA	主要功能
YSB	論述了
YSC	主要矛盾
YSD	主要原因
YSE	主要力量
YSF	諲
YSG	主要表現
YSH	訂
YSI	高標準
YSJ	譚
YSK	訶
YSL	主要因素
YSM	主要內容
YSN	主要性能
YSO	主要精力
YSP	訂定
YSQ	主要負責人
YSR	主要指的是
YSS	諃
YST	主要特征
YSU	訂閱
YSV	主要媒体
YSW	誺
YSX	調查結果
YSY	訹
YTA	託
YTB	施
YTC	詐騙
YTD	話
YTE	旅
YTF	許
YTG	諥
YTH	誕
YTI	旓
YTJ	誗
YTK	詻
YTL	謥
YTM	謝
YTN	旋
YTO	旙
YTP	旅客
YTQ	旐
YTR	旂
YTS	旚
YTT	族
YTU	旞
YTV	諉
YTW	斻
YTX	誨
YTY	放
YUA	誁
YUB	旁及
YUC	商務
YUD	議長
YUE	譾
YUF	商城
YUG	詳
YUH	劑
YUI	商洛
YUJ	識
YUK	説
YUL	譄
YUM	商
YUN	商情
YUO	譜
YUP	帝
YUQ	諮
YUR	商丘
YUS	譐
YUT	諺
YUU	敵意
YUV	謙
YUW	謚
YUX	詳細
YUY	肩并肩
YVA	良苦
YVB	認出
YVC	朗
YVD	良友
YVE	良
YVF	認真
YVG	旔
YVH	諸如此類
YVI	郎溪
YVJ	䜈
YVK	詔
YVL	良田
YVM	認同
YVN	訅
YVP	誛
YVQ	良久
YVR	良好的
YVS	良机
YVT	良种
YVV	良好
YVW	离退休
YVX	計劃經濟
YVY	認
YWA	交警
YWB	亢
YWC	設
YWD	頏
YWE	診
YWF	詂
YWG	論
YWH	充分肯定
YWI	交流
YWJ	亱
YWK	說
YWL	交界
YWM	說過
YWN	詤
YWO	交火
YWP	迒
YWQ	郊外
YWR	交
YWS	夜校
YWT	夜
YWU	六
YWV	訜
YWW	卒
YWX	訛
YWY	㫃
YXA	變革
YXB	高級職稱
YXC	變通
YXD	變成
YXE	詏
YXF	謴
YXG	譝
YXH	訠
YXI	率
YXJ	詣
YXK	彎路
YXL	畜
YXM	彎曲
YXN	䚰
YXO	高強度
YXP	牽
YXQ	變色
YXR	率兵
YXS	變遷
YXT	雍
YXU	玄
YXV	變好
YXW	變化
YXX	變
YXY	玆
YYA	方式
YYB	方子
YYC	旈
YYD	方面
YYE	文采
YYF	堃
YYG	文
YYH	文具
YYI	方法
YYJ	文明
YYK	讓
YYL	丶
YYM	文山
YYN	讠
YYO	旅遊業
YYP	方案
YYQ	方針
YYR	謧
YYS	文本
YYT	訪
YYU	謗
YYV	斏
YYW	誶
YYX	詃
YYY	言
