aaaa	工
xeal	幼苗
xean	䌥
xebf	孧
xebg	綒
xedg	绊脚石
xedn	组成
xeeg	绷
xefc	经受考验
xega	缓刑
xegc	缓
xegf	强加于
xegg	组
xegw	强加于人
xehh	缓步
xehq	䌐
xeih	幼小
xejc	绷紧
xejh	幼虫
xekh	绥中
xekm	组员
xelf	组团
xenj	缓慢
xepc	绶
xeps	绥宁
xeqe	缓解
xeqn	䋩
xeqt	幼儿
xerh	幼年
xerm	䌊
xesy	䌽
xeta	组长
xetk	缓和
xetw	幼稚
xeuf	组装
xeuk	缓冲
xeut	组阁
xevg	绥
xewg	组合
xewo	鴢
xewt	组件
xeww	经办人
xewx	绥化
xewy	经受住
xexd	縘
xexe	缓缓
xexk	组织
xfbn	引起了
xfce	贯通
xfcn	结巴
xfco	駂
xfcw	乡土观念
xfcy	纭
xfdg	结石
xfdj	繻
xfdn	结成
xffa	疆域
xffc	繧
xfff	䋽
xffg	絓
xffn	疆场
xffp	线索
xfgg	疆
xfgk	结束
xfhw	缜
xfhy	纎
xfia	结汇
xfim	頴
xfje	结盟
xfjj	结晶
xfjs	结果
xfkg	结
xfkh	线路
xfkk	繥
xfkm	缬
xflf	引起轰动
xfmf	䋻
xfmh	结帐
xfmp	遦
xfmu	贯
xfnd	续
xfnf	䌧
xfnh	纬
xfnn	结局
xfnt	线性
xfnx	乡规民约
xfny	綕
xfoa	纬度
xfog	结业
xfoy	繊
xfpb	綍
xfpf	续完
xfpi	䌇
xfpn	缜密
xfpq	続
xfpu	结实
xfpv	结案
xfpw	贯穿
xfpy	结社
xfqg	鸨
xfqu	引进外资
xfqy	引起争议
xfra	比去年同期
xfrb	比去年同期下降
xfrn	结扎
xfrp	编者按
xfrs	引进技术
xfrt	比去年同期增长
xfsh	䌮
xfsq	结构
xfsy	结核
xfta	贯彻
xfth	结算
xftj	绪
xfts	线条
xftt	䊷
xftw	续签
xfuf	緈
xfui	结冰
xfuk	乡干部
xful	盭
xfup	繨
xfus	结亲
xfvg	续建
xfvq	结婚
xfwc	䌢
xfwd	绝无仅有
xfwf	引进人才
xfwg	结合
xfwk	繬
xfwm	纉
xfwt	绫
xfwu	结伴
xfwy	䊿
xfxq	绘声绘色
xfxr	细声细气
xfxy	线
xfyk	结识
xfyt	引进设备
xfyw	结论
xgbn	纯
xgcf	絰
xgct	编列预算
xgdd	纯碱
xgdi	强烈不满
xgdn	䋬
xgdo	统一大业
xgdw	比下有余
xgdy	强烈愿望
xgef	缚
xgeg	綪
xgej	蠡
xgel	盠
xgen	约束力
xgeo	鶨
xgeu	彖
xgey	䋠
xgfa	统一规划
xgfg	统一起来
xgfh	纡
xggc	统一到
xggf	统一于
xggh	纯正
xghg	絚
xghx	统一战线
xgif	纯洁
xgig	纷至沓来
xgiu	彔
xgiy	絿
xgjg	絙
xgjn	繐
xgjr	绠
xgkh	㣂
xgki	綀
xgkl	䋹
xgkt	统一口径
xgkx	䰜
xglg	缰
xgls	统一思想
xgmc	䌄
xgmw	䋑
xgmx	弻
xgmy	绩
xgnn	强烈愤慨
xgnt	纯属
xgny	䋐
xgoa	彝
xgoj	缙
xgow	乡政府
xgoy	纯粹
xgpl	统一祖国
xgpr	统一安排
xgqe	绚丽多彩
xgqi	维吾尔
xgqq	纯金
xgqu	绚丽多姿
xgqy	纠正错误
xgrc	强烈反对
xgrd	强烈反感
xgrh	张万年
xgrk	强烈反响
xgrq	统一的
xgry	强烈抗议
xgsg	强烈要求
xgsh	纯朴
xgsr	纯棉
xgsu	统一标准
xgtf	纯毛
xgtg	统一管理
xgtj	纯利
xgtk	纯种
xgtx	彘
xguf	统一意志
xguk	经理部
xgul	统一部署
xguq	纯净
xgvh	緁
xgvv	緀
xgwg	㣆
xgwn	统一领导
xgwq	䥸
xgwr	䌤
xgws	统一体
xgwv	㜷
xgww	乡下人
xgwx	纯化
xgwy	瓕
xgxa	统一经营
xgxg	䊺
xgxi	縤
xgxx	统一组织
xgyg	强烈谴责
xgyt	彝族
xgyw	绩效
xgyy	统一认识
xhal	纑
xhbm	引出
xhcy	紴
xhdd	绯
xhdk	比上不足
xheh	引用
xhfh	引起
xhfj	引进
xhhc	彏
xhii	引水
xhio	引渡
xhit	缈
xhjf	绰
xhjg	绝非易事
xhjh	引申
xhkg	绰号
xhkh	引路
xhlf	盄
xhmy	緽
xhnf	引导
xhnm	顚
xhno	鷆
xhnt	引发
xhnw	眞
xhoj	引爆
xhqi	繉
xhqn	絸
xhrh	比上年
xhrs	综上所述
xhrt	比上年增长
xhsy	引述
xhtj	引得
xhtk	引种
xhtm	引向
xhty	引入
xhub	绯闻
xhug	红眼病
xhuh	终点站
xhuk	统战部
xhuq	引资
xhww	引人
xhxf	引线
xhxn	紪
xhxu	经上级批准
xhyr	纸上谈兵
xhyt	引诱
xhyy	引言
xiad	经济基础
xiar	经济区
xias	㣄
xiat	结党营私
xiaw	经济工作
xibt	经济联系
xibw	经济联合
xidm	颍
xidn	经济布局
xidp	经济研究
xidr	经济不景气
xidu	约法三章
xidw	经济成分
xieg	绡
xiej	经济力量
xien	经济腾飞
xiff	比学赶帮超
xifq	经济封锁
xifr	经济过热
xift	经济增长
xifw	经济协作
xify	经济增长率
xiga	经济开发区
xigf	经济环境
xign	经济开发
xigq	絖
xigr	经济形势
xigt	经济政策
xigw	经济一体化
xigy	经济理论
xihg	经济上
xihm	引水上山
xihx	经济战线
xiif	经济活动
xiim	绿油油
xiip	经济学
xiit	经济渗透
xijr	经济日报
xikn	经济中心
xilh	弾
xilw	经济界
ximk	绱
xina	经济改革
xinl	经济发展战略
xinn	经济发展
xinr	经常性的
xint	经常性
xipe	经济实力
xipw	经济社会
xiqb	经济犯罪分子
xiqf	经济犯罪活动
xiqj	经济贸易
xiql	经济犯罪
xiqp	经济犯罪案
xiqr	经济负担
xiqs	经济危机
xira	经济技术开发区
xird	经济掠夺
xire	经济援助
xirf	经济制裁
xiro	经济制度
xirr	经济损失
xirs	经济技术
xirw	经济技术合作
xirx	经济扩张
xisr	经济机制
xiss	经济林
xist	经济核算
xita	经济特区
xitg	经济管理
xiti	经济生活
xito	经济秩序
xitt	纱
xitu	经济利益
xitw	经济委员会
xiuj	经济问题
xiuq	经济竞争
xiut	经济关系
xiuu	经济状况
xiuw	经济产值
xivg	䋝
xivy	经济建设
xiwa	经济体制改革
xiwe	经济命脉
xiwf	经济领域
xiwm	经济合同
xiwr	经济体制
xiwt	经济信息
xiww	经济合作
xiwx	经常化
xixs	经济结构
xixx	经济组织
xiya	经济计划
xiyg	经济调整
xiyj	经济效果
xiyt	经济交往
xiyu	经济效益
xiyv	经济衰退
xjaa	费工
xjaf	彃
xjbc	繓
xjca	费劲
xjdh	旨在
xjeh	费用
xjen	费力
xjet	㔗
xjfg	绅士
xjfj	㔬
xjgg	䋎
xjgh	缇
xjgk	费事
xjhh	绅
xjiq	縨
xjjf	费时
xjjh	刜
xjjn	縄
xjlc	缦
xjlg	缆车
xjmb	鄪
xjmu	费
xjng	䌈
xjny	费尽
xjqc	艴
xjqe	费解
xjqf	费钱
xjqn	㡫
xjqr	緆
xjsy	綶
xjtl	䍀
xjtq	缆
xjty	㪄
xjuh	䭫
xjvh	䭬
xjwo	鴲
xjxk	缆绳
xjxt	絏
xjxx	绲
xkad	强项
xkat	强攻
xkbb	绳子
xkbg	缉
xkca	强劲
xkdd	强大
xkdg	强硬
xkdm	织布
xkdn	强盛
xkdr	绝口不提
xkeg	绢
xkek	强加
xken	强力
xkfd	强震
xkfp	绳索
xkft	强者
xkgi	强求
xkgq	强烈
xkgx	缉毒
xkhk	强占
xkhm	缋
xkhp	缱
xkio	强渡
xkja	强暴
xkje	勥
xkjg	犟
xkjn	绳
xkjy	强
xkkg	絽
xkkl	繟
xkks	缲
xklg	强国
xkmy	縜
xknj	强悍
xknk	细嚼慢咽
xkoa	强度
xkrm	强制
xkrp	强迫
xkrt	强手
xkrv	强势
xksc	强权
xksw	织机
xktc	缉私
xktg	强行
xktm	强身
xktq	织物
xkuf	强壮
xkuq	强盗
xkvf	强奸
xkwg	缉拿
xkwr	强风
xkwv	强健
xkww	强人
xkwx	强化
xkwy	织
xkxt	张口结舌
xkxu	强弱
xkym	强调
xkys	引吭高歌
xlab	细节
xlal	细菌
xlar	比较落后
xlbt	编辑出版
xlcw	比较难
xldp	比较丰富
xldy	比较而言
xlea	细腻
xleg	緭
xleq	细胞
xlff	纆
xlfg	细雨
xlfr	比较支持
xlgc	细致
xlge	缳
xlgh	䌉
xlgj	綥
xlgt	比较严重
xlih	细小
xlir	比较少的
xlis	比较清楚
xliu	比较满意
xlja	比较显著
xlkg	絗
xlkt	比较顺利
xllc	比较困难
xlli	纝
xlmj	细则
xlnd	比较发达
xlni	比较恰当
xlny	缌
xlpb	比较突出
xlpk	强国之路
xlpn	细密
xlpu	比较完善
xlpy	縺
xlqr	比较多的
xlry	㢴
xlsh	细想
xlta	细长
xltf	比较先进
xltm	细微
xltp	比较稳定
xltu	比较简单
xltv	比较复杂
xluk	编辑部
xlun	比较关心
xlvg	细嫩
xlwk	编辑人员
xlwl	縕
xlww	比较健全
xlwx	细化
xlxi	缧
xlxy	纙
xmae	繷
xmau	䌡
xmaw	经典著作
xmdy	紻
xmeg	縎
xmfk	绸
xmgk	絧
xmhh	纲目
xmkg	絅
xmmv	缨
xmmy	红彤彤
xmnk	緺
xmoy	纳米
xmqy	㢷
xmrr	䋞
xmry	纲
xmsg	纳西
xmsv	纲要
xmtu	纳税
xmty	纳入
xmun	纳闷
xmuy	纳凉
xmwk	綗
xmwy	纳
xmxq	统购统销
xmxw	弱肉强食
xnaj	缗
xnbb	母子
xncn	比翼双飞
xndg	䋧
xnei	绞尽脑汁
xnep	母爱
xnfg	结发夫妻
xnfq	纪元
xngf	䌂
xngg	緪
xngh	纠正
xngk	纽带
xngn	弓
xnhc	縀
xnhe	縃
xnhf	纽
xnhh	纠
xnij	䌵
xnip	幻觉
xnjg	练习题
xnjy	幻影
xnkf	䌟
xnna	㢯
xnng	纟
xnns	费尽心机
xnnt	费尽心血
xnnw	繏
xnny	母
xnos	幻灯
xnox	弹尽粮绝
xnpu	纪实
xnpw	纠察
xnrg	䌌
xnrk	纽扣
xnsg	母本
xnsh	幻想
xnsv	纪要
xnsw	纪检
xnsy	母校
xntf	比以往任何时候都
xntg	纪行
xntu	弓箭
xntv	纪律
xntw	比以往任何时候
xnty	纯收入
xnus	母亲
xnuw	纯收益
xnvi	纪录
xnvv	母女
xnwe	缪
xnwq	纯属偶然
xnws	母体
xnwy	纪念
xnxo	纠缠
xnxq	纽约
xnxw	纠纷
xnya	引以为戒
xnyb	引以为耻
xnyg	母语
xnyn	引以为憾
xnyy	䋇
xoaw	彍
xobd	继承
xocy	絋
xodm	继而
xofy	毕业考试
xogi	䌜
xogy	毕业班
xojf	缠
xolx	毋庸置疑
xomp	毕业典礼
xonn	继
xonx	䌒
xoot	引火烧身
xooy	緂
xoqh	繗
xors	纳米技术
xoso	纳米材料
xoss	䌕
xotg	毕业生
xotm	缠身
xovg	缕
xovk	䌅
xows	毕业分配
xowt	继任
xoxa	缠绕
xoxe	张灯结彩
xoxf	继续
xoxg	纳米比亚
xoxh	鬻
xoxn	粥
xoxr	缠绵
xoyn	毕业证书
xoyw	毕业文凭
xoyy	毋庸讳言
xpan	综艺
xpbn	弥补了
xpcm	综观
xpdc	綋
xpdk	縖
xpfi	综
xpfm	比赛规则
xpfp	终审裁定
xpfq	綄
xpfu	终审裁决
xpga	绽开
xpgg	縇
xpgh	绽
xpgr	经审理后
xphn	绾
xpia	张家港
xpih	缩小
xpii	缩水
xpjy	缩影
xpkk	张家口
xplh	緷
xpni	绳之以法
xpnm	䌏
xppg	缩写
xpqb	綩
xpqn	紞
xprw	缤
xpsf	张冠李戴
xpsh	紵
xpsy	综述
xptd	缩短
xptm	缩微
xpud	缩减
xpuf	縡
xpuu	终审判决
xpwd	约定俗成
xpwg	综合
xpwj	缩
xpwy	䋉
xpxj	比赛结果
xpxn	紽
xpxr	疑神疑鬼
xpxw	缤纷
xpyt	缩放
xpyw	绝密文件
xqaj	緍
xqak	弥勒
xqan	纸
xqat	绿色工程
xqaw	绿色革命
xqay	弤
xqce	㔢
xqcf	绝对
xqcn	绝
xqcv	㔃
xqde	约有
xqdh	绝不
xqdo	繎
xqdt	经久不息
xqdy	经久不衰
xqeg	繲
xqfq	绝无
xqfu	绝境
xqfy	幼儿教育
xqgf	经贸环境
xqgk	约束
xqgm	绚丽
xqgw	绿色环保
xqhd	绝非
xqhg	纸上
xqhk	约占
xqij	弥漫
xqit	绝活
xqiw	经贸洽谈会
xqix	绿色消费
xqiy	弥
xqjg	绚
xqkg	絇
xqkh	绝路
xqkj	绝唱
xqkq	絻
xqlf	幼儿园
xqmq	约见
xqou	绚烂
xqpg	约定
xqpn	绝密
xqpu	弥补
xqqy	弥留
xqrf	绝技
xqrm	綯
xqrn	緫
xqrv	绝招
xqsd	绝顶
xqst	绿色植物
xqtf	绿色奥运
xqtk	绝种
xqtm	纸币
xqtp	引狼入室
xqug	绝症
xquk	经贸部
xquq	纸浆
xqut	经贸关系
xqvb	约好
xqvg	绉
xqvh	䋫
xqvi	绝妙
xqvo	繺
xqwf	约会
xqwg	弥合
xqwk	绿色食品
xqwn	乡镇企业局
xqwo	乡镇企业
xqww	经贸合作
xqwy	绝食
xqxf	红外线
xqxt	纸张
xqxx	绝缘
xqyg	约请
xqyi	经贸交流
xqyn	绝望
xqyo	绝迹
xqyu	经销商
xqyy	约
xrag	维护世界和平
xrai	绵薄
xraq	缴获
xrar	强制戒毒所
xrbj	绵阳
xrbt	緵
xrcy	弧
xrdh	絺
xrdu	维持原判
xrfg	红白喜事
xrfh	䋸
xrga	弧形
xrgr	弘扬正气
xrgu	维持现状
xriy	絑
xrle	经年累月
xrlo	䌗
xrmh	绵
xrnt	强制性
xroa	弧度
xrpp	维护社会稳定
xrpy	缓兵之计
xrqc	䌆
xrrt	强制执行
xrry	强制措施
xrtf	綼
xrtg	维护和平
xrth	绵延
xrto	维持秩序
xrug	绵羊
xrvf	强手如云
xrvs	强手如林
xrww	强迫命令
xrwy	紩
xrxe	缩手缩脚
xrxj	缴费
xrxm	缴纳
xrxs	纅
xryt	缴
xscc	纵横驰骋
xsdm	㯋
xsfg	緸
xsfi	缥
xsgg	絊
xsgi	强权政治
xsgj	红极一时
xsgq	缘木求鱼
xshg	缃
xskg	䋍
xskk	彁
xsnt	结构性
xson	统配煤矿总公司
xsoy	䌚
xsqo	纸醉金迷
xsrb	缴械投降
xssi	䌝
xsss	红楼梦
xssy	綝
xsuy	维权意识
xsvg	䌁
xswd	张榜公布
xsww	䋱
xsyg	结构调整
xsyq	纵横交错
xsyy	絉
xtah	绛
xtak	疑惑
xtap	贯彻落实
xtaw	绣花
xtay	张
xtbb	鄊
xtbi	缝隙
xtbn	贯彻了
xtbt	绣
xtcw	疑难
xtdg	肄
xtdh	疑
xtdk	繑
xtdm	颖
xtdp	缝
xtdw	欵
xtdy	矤
xten	张力
xtew	乡办
xtey	㢳
xtfa	统筹规划
xtff	乡土
xtfg	缍
xtfh	纤
xtfm	缵
xtfn	终场
xtfp	綎
xtft	缔造者
xtga	张开
xtgf	终于
xtgg	继往开来
xtgh	乡下
xtgj	纪律严明
xtgo	纁
xtgs	绗
xtgx	维生素
xtha	疑虑
xthf	䋏
xthh	终止
xthk	绺
xthp	綖
xtia	纪律涣散
xtiu	纯利润
xtjf	比利时
xtjj	终日
xtjr	纳税申报
xtjt	緮
xtju	蚃
xtjv	终归
xtkg	络
xtkh	张嘴
xtkk	张口
xtlf	疑团
xtlq	张罗
xtlt	繌
xtmh	张贴
xtnh	红得发紫
xtnn	纥
xtnt	纪律性
xtoy	䋺
xtpj	终审
xtpn	䌣
xtpr	统筹安排
xtpw	终究
xtpy	贯彻实施
xtqf	乡镇
xtqu	弱智儿童
xtrb	鄕
xtrh	终年
xtri	强行摊派
xtrm	终身制
xtrn	张扬
xtrt	贯彻执行
xtry	张掖
xtsb	终极
xtsf	乡村
xtss	纪律检查
xtst	幼稚可笑
xtsw	纪律检查委员会
xtsy	绦
xtta	乡长
xttb	引咎辞职
xttg	终生
xttm	终身
xttt	绝处逢生
xttw	纪律处分
xtud	统筹兼顾
xtuf	䌀
xtuh	縦
xtuj	乡间
xtuk	疑问
xtum	终端
xtuq	终将
xtus	乡亲
xtut	匕首
xtux	张北
xtuy	终
xtvb	郷
xtvg	緌
xtwe	飨
xtwf	组委会
xtwg	缝合
xtww	纳税人
xtxf	终结
xtxv	缝纫
xtxw	纤维
xtxy	䋦
xtyj	蠁
xtyk	㗽
xtyn	张望
xtyy	编造谎言
xuad	弱项
xuah	絣
xuax	弹药
xubp	縌
xudb	绻
xudt	绕道而行
xudw	弹奏
xued	䌬
xueg	繝
xuen	弹力
xuep	繸
xuev	彅
xufh	紏
xuft	弱者
xuga	縒
xugh	绊
xugk	缮
xuhk	弱点
xuih	弱小
xujn	繶
xukg	䋨
xukn	縂
xukq	綐
xulh	弹
xulj	缯
xumi	㢼
xunt	弹性
xunx	弹道导弹
xupy	弱视
xuqe	䌪
xuqw	絘
xusf	繜
xusg	緧
xuta	弹簧
xutd	弱智
xutm	弹射
xutn	红颜知己
xuud	弹头
xuut	弹道
xuvg	㢺
xuvo	缣
xuwl	缢
xuwu	乡亲们
xuwx	弱化
xuxe	䋳
xuxo	鶸
xuxt	绨
xuxu	弱
xuyn	弹劾
xuyt	终端设备
xvab	绿荫
xval	绿茵
xvaw	绿茶
xvec	绿肥
xvey	縁
xvfb	绿地
xvfg	繣
xvfh	紣
xvfj	彇
xvgh	䋖
xvgk	绿豆
xvhg	绿卡
xvig	绍兴
xviy	绿
xvjs	缫
xvjt	纪录影片
xvkf	绿叶
xvkg	绍
xvlg	缁
xvnu	强奸民意
xvoj	繍
xvos	绿灯
xvpc	綅
xvpf	弹丸之地
xvpg	强弩之末
xvqc	绿色
xvsc	绿树
xvth	纪录片
xvtr	匘
xvwx	绿化
xvwy	结婚登记
xvyn	綛
xvyu	比如说
xvyy	纫
xwbi	综合防治
xwbm	给出
xwbw	纵队
xwcm	纵观
xwcn	给予
xwdc	缎
xwdi	综合大学
xwdp	综合研究
xwdr	纪念碑
xwdt	绿化面积
xwdy	絥
xwet	维修服务
xwfa	纪念塔
xwfb	纪念地
xwfc	绘
xwff	纪念封
xwfg	结合起来
xwfi	縩
xwfp	综合考察
xwfy	弣
xwgg	絟
xwgi	综合整治
xwgj	緰
xwgk	给
xwgl	绘画
xwgn	综合开发
xwgr	缏
xwgs	䋡
xwgt	综合平衡
xwgw	䌞
xwhh	引人瞩目
xwhs	縧
xwif	纪念活动
xwig	综合治理
xwih	引人注目
xwii	给水
xwip	纵深
xwjh	紒
xwjj	纪念日
xwjn	结余归己
xwjt	纵览
xwkg	纷呈
xwkk	纪念品
xwks	緥
xwle	综合国力
xwlt	绘图
xwmh	红领巾
xwmm	纪念册
xwms	纪念邮票
xwnd	缑
xwnf	纲领性文献
xwng	纵情
xwnp	缒
xwnt	综合性
xwnw	纲领性文件
xwny	给以
xwoo	纵火
xwot	综合业务
xwow	纀
xwpb	结合实际
xwpg	给定
xwpl	绿化祖国
xwpw	纵容
xwqd	纵然
xwqn	纪念馆
xwqv	纷争
xwrc	强人所难
xwrf	维持
xwrm	绘制
xwro	综合指数
xwrs	综合指标
xwry	维护
xwsa	纵横
xwtd	纷乱
xwte	综合利用
xwtf	絍
xwtg	综合管理
xwtm	纵向
xwtr	给我
xwtx	维系
xwuf	给养
xwug	综合症
xwuj	纪念章
xwuk	维修部
xwus	维新
xwut	比例关系
xwvo	䳇
xwvt	纷
xwwf	纪念会
xwwh	维修
xwwk	綌
xwws	综合体
xwwu	维修保养
xwww	绝代佳人
xwwx	经人介绍
xwwy	纵
xwxa	综合经营
xwxf	纵贯
xwxn	纶
xwxu	综合经济效益
xwxw	纷纷
xwyc	紷
xwyg	维
xwyj	䗽
xwyn	紟
xwyo	综合商店
xwys	䌖
xwyw	纵论
xwyx	强化训练
xxaa	比比划划
xxab	毕节
xxaj	比划
xxal	畿
xxao	纺织工业
xxaq	㡬
xxau	纺织工业部
xxaw	组织工作
xxbu	纨绔子弟
xxcc	结结巴巴
xxcf	继续通过
xxcw	组织观念
xxcy	紭
xxdd	继续存在
xxde	皆有
xxdf	纹丝不动
xxdg	纺织厂
xxdi	纠缠不清
xxdm	组织原则
xxdn	㡮
xxdt	缘故
xxdw	绰绰有余
xxdx	络绎不绝
xxeq	红细胞
xxex	继续加强
xxfb	经费支出
xxfc	㩺
xxff	坒
xxfg	组织起来
xxfh	比武
xxfj	毕
xxfk	毕露
xxfp	继续考察
xxft	组织者
xxfy	组织协调
xxga	组织形式
xxge	缘
xxgf	丝
xxgg	鸶
xxgn	㡭
xxgr	㫁
xxgw	㢲
xxgx	毙
xxhc	㿫
xxhg	组织上
xxhh	紖
xxif	组织活动
xxim	顈
xxin	继续深入开展
xxit	纷纷举行
xxiw	继续深化
xxjh	绋
xxjr	继续坚持
xxjv	比照
xxkj	繦
xxkk	纺织品
xxkw	比喻
xxlg	缔约国
xxly	比较
xxmh	缘由
xxnn	继续发展
xxnr	继续发扬
xxnt	毖
xxny	纷纷发表谈话
xxog	毕业
xxos	红绿灯
xxou	粊
xxpa	比赛
xxpk	丝绸之路
xxpp	缝缝补补
xxpr	组织安排
xxpt	继续实行
xxpv	纠纷案
xxpy	组织实施
xxqi	纺织印染
xxrd	继续扩大
xxre	勓
xxrf	皆
xxrm	引经据典
xxrn	比拟
xxro	鶛
xxrr	纷纷扬扬
xxrt	继续推行
xxrv	继续抓好
xxsk	皆可
xxso	绝缘材料
xxss	组织机构
xxsu	枈
xxsw	缝纫机
xxtg	比重
xxti	组织生活
xxtk	组织委员
xxtn	毞
xxtr	丝丝入扣
xxtx	纺织系统
xxty	㢸
xxuf	继续前进
xxuh	编组站
xxuj	毕竟
xxuk	组织部
xxut	组织部长
xxuu	组织部门
xxve	继续努力
xxvk	比如
xxvw	组织群众
xxvy	组织建设
xxwf	比值
xxwg	比例
xxwn	组织领导
xxwq	继续保留
xxws	缘何
xxwt	比作
xxwv	比分
xxww	经纪人
xxwy	比邻
xxxj	比比皆是
xxxm	丝绸
xxxn	纰
xxxs	组织结构
xxxt	组织纪律
xxxx	幺
xxya	比试
xxye	䘡
xxyk	丝毫
xxyx	比率
xxyy	比方
xyaf	编著
xyaw	统计工作
xybn	结识了
xybw	编队
xyce	䋭
xycq	统
xycx	㣃
xydc	编码
xydg	强词夺理
xydn	编成
xydu	绩效不彰
xydy	＜
xyeu	袰
xyft	编者
xyge	统计表
xygg	统一
xygj	纹理
xyhh	编目
xyhk	统战
xyic	统治
xyjg	緕
xyjm	统帅
xykb	弴
xyke	縗
xykg	编号
xyki	弶
xykk	缟
xykq	綂
xylg	繵
xylk	编辑
xymq	统购
xyna	编
xynd	编剧
xynf	编导
xynn	统计局
xynt	编发
xynw	絯
xyny	綟
xyop	统计数字
xypg	编写
xypj	编审
xypu	顷刻之间
xyqg	编印
xyqh	编外
xyqk	编钟
xyqp	纺锭
xyrb	强调指出
xyrc	缡
xyrh	编排
xyrm	编制
xyrn	编撰
xyrt	红旗手
xysg	统配
xyss	红旗飘飘
xytd	统筹
xytf	编造
xyth	编纂
xytk	编程
xytp	统管
xytq	统称
xyty	编入
xyuc	绞痛
xyuh	缔
xyuj	纃
xyuo	统计资料
xyup	红旗竞赛
xyuy	縍
xywf	綷
xywm	纐
xywn	䋁
xywo	鶭
xywr	绞
xyws	统计分析
xywy	统领
xyxe	编组
xyxf	缔结
xyxi	纺纱
xyxk	纺织
xyxn	纞
xyxq	缔约
xyxv	婱
xyxy	弦
xyyc	编译
xyyf	统计
xyys	统计调查
xyyu	比方说
yaaf	文艺工作者
yaah	诫
yaaj	谋划
yaal	诬蔑
yaas	䜓
yaaw	文艺工作
yaay	试
yabb	话匣子
yabc	谋取
yabj	夜幕降临
yabq	诬陷
yabw	施工队
yaby	谨防
yacg	试验
yada	刻苦耐劳
yadf	为期不远
yadk	诺
yadl	放荡不羁
yadn	谌
yads	计划成本
yadw	諆
yady	良莠不齐
yaeh	试用
yaen	诱惑力
yaew	试办
yafc	讛
yafg	詌
yafs	谋
yafw	旁若无人
yagd	永葆青春
yagg	诓
yagi	谋求
yagk	谋事
yago	诺基亚
yahe	衺
yahk	试点
yaht	讶
yaib	文艺演出
yain	刻苦学习
yajd	谟
yajg	试题
yajn	譪
yajs	文艺题材
yajw	文艺晚会
yajy	䜕
yakf	諽
yakg	谨
yako	讌
yaky	讙
yalf	文工团
yalg	试车
yals	文艺思想
yalt	试图
yalw	文艺界
yamw	计划内
yanf	谨慎
yang	讵
yann	詍
yans	谍
yant	计划性
yanu	试飞
yapg	文艺家
yaps	郊区农村
yaqd	刻苦钻研
yaqh	计划外
yaqi	试销
yaqj	谮
yaqo	刻苦锻炼
yaqt	䜘
yarb	谎报
yarc	文艺舞台
yarh	试看
yarm	试制
yarp	试探
yars	谋杀
yary	讴
yash	试想
yask	讴歌
yatc	谋私
yatd	刻苦自励
yate	试航
yatg	试行
yath	文艺片
yati	论功行赏
yatj	谋利
yatk	试种
yatm	谨向
yatp	试管
yatq	谎称
yatu	调节税
yatw	计划委员会
yaty	计划生育
yaud	试卷
yaug	计划单列
yauk	试问
yaus	说东道西
yaut	试产
yauw	施工单位
yavi	讳莫如深
yawe	调节作用
yawi	文艺会演
yawk	文艺作品
yawo	计划供应
yawr	计划体制
yaws	计划分配
yaww	诬
yawx	誮
yawy	䜤
yaxa	计划经济与市场调节
yaxi	计划经济
yaxs	计划纲要
yaya	计划调节
yayj	试剂
yayk	谎
yayp	亦工亦农
yayy	诺言
ybbb	谁也阻挡不了
ybcy	诹
ybdd	望子成龙
ybde	䜏
ybdu	充耳不闻
yben	讔
ybfy	记取教训
ybgr	为了更好的
ybhc	詜
ybig	谁也没有想到
ybmh	诎
ybtg	讲卫生
ybtt	谋取私利
ybwt	为了什么
ybyw	为了方便群众
ybyx	市盈率
ybyy	訯
ycaf	译著
ycah	交通工具
ycaj	弃
ycal	育苗
ycar	试验区
ycbc	充盈
yccc	諁
ycce	謲
yccn	主观能动性
ycdb	交通大队
ycdc	译码
ycdl	主观原因
ycdn	译成
ycec	育肥
ycef	育
yceh	诵
ycep	逳
ycff	充填
ycfi	旁观者清
ycfl	交通运输
ycfm	交通规则
ycft	育才
ycfw	高难动作
ycgd	交通事故
ycgf	这对于
ycgh	译
ychw	育龄
ycia	充满
ycif	交通法规
ycig	充沛
yciu	充溢
yciv	充当
yciy	旀
ycjn	充电
yckb	㐬
ycke	袬
yckg	诒
yckh	充足
ycky	主观唯心主义
yclh	诈骗罪
ycll	试验田
yclq	夣
ycmm	交通岗
ycna	交通民警
ycne	袤
ycnk	谲
ycnt	主观性
ycny	就难以
ycoa	高难度
ycoe	褭
ycpg	试验室
ycpu	充实
ycpw	交通安全
ycqb	充
ycqk	译名
ycqn	充饥
ycqt	交通银行
ycrn	充气
ycrt	试验报告
ycry	充斥
ycsc	弃权
ycsg	译本
ycss	育林
ycsu	交通要道
ycsx	交通枢纽
ycta	熟能生巧
yctd	诶
yctg	高能物理
ycti	交叉科学
yctk	育种
yctl	充血
yctm	育秧
ycto	交通秩序
yctr	交通管制
yctx	交通系统
ycty	诈骗行为
ycuk	交通部
ycul	试验装置
ycuu	交通部门
ycwr	交通便捷
ycwt	誜
ycwv	充分
ycxf	交通线
ycyg	交通肇事
ycyy	译文
ydap	䜔
ydaw	衣不蔽体
ydbh	ā
ydbm	诚聘
ydbn	忘不了
ydcj	文不对题
ydcp	夜不能寐
ydcy	詙
yddi	享有盛誉
yddq	享有盛名
yddu	议而不决
yddw	言而有信
